day,CPT(km),CPT_temp(K),LRT(km),LRT_temp(K)
2005-01-26,15.601,195.45,,
2005-01-27,16.528,192.45,14.821,201.65
2005-01-28,14.786,203.55,,
2005-01-29,16.379,192.25,16.379,192.25
2005-01-30,17.795,193.75,16.094,195.85
2005-01-31,17.344,196.25,15.686,198.65
2005-02-01,17.536,194.45,15.435,197.25
2005-02-02,16.421,193.45,16.421,193.45
2005-02-03,16.488,193.05,16.488,193.05
2005-02-04,16.499,191.65,16.499,191.65
2005-02-05,16.433,191.45,16.433,191.45
2005-02-06,16.743,194.05,15.79,195.95
2005-02-07,16.493,196.25,14.808,197.85
2005-02-08,15.465,194.25,15.465,194.25
2005-02-09,15.503,196.65,15.503,196.65
2005-02-10,17.517,195.45,17.517,195.45
2005-02-11,18.004,194.65,16.871,196.85
2005-02-12,17.591,193.85,10.82,230.85
2005-02-13,18.046,196.45,18.046,196.45
2005-02-14,17.881,197.25,16.521,202.45
2005-02-15,17.006,198.85,14.181,207.25
2005-02-16,17.741,199.45,15.109,202.05
2005-02-17,15.582,201.45,,
2005-02-18,16.952,196.25,15.834,198.85
2005-02-19,17.854,196.05,15.271,201.25
2005-02-20,17.732,193.45,17.732,193.45
2005-02-21,18.06,195.25,13.905,212.65
2005-02-22,17.716,196.85,13.876,205.65
2005-02-23,17.075,198.95,,
2005-02-24,18.025,193.85,18.025,193.85
2005-02-25,18.026,194.05,17.298,194.25
2005-02-26,17.258,193.85,14.771,201.45
2005-02-27,17.549,192.25,16.295,195.25
2005-02-28,17.974,190.25,16.66,197.05
2005-03-01,16.848,191.85,16.848,191.85
2005-03-02,16.703,192.85,,
2005-03-03,15.781,196.85,15.781,196.85
2005-03-04,16.921,196.85,16.921,196.85
2005-03-05,18.169,199.25,17.013,200.85
2005-03-06,17.068,194.05,17.068,194.05
2005-03-07,17.827,194.05,16.506,196.45
2005-03-08,17.258,193.25,17.258,193.25
2005-03-09,17.548,191.05,17.548,191.05
2005-03-10,18.128,189.85,18.128,189.85
2005-03-11,18.347,190.85,18.347,190.85
2005-03-12,16.773,192.14999999999998,16.718666015625,192.31666412353513
2005-03-13,17.039,191.14999999999998,15.956,193.05000152587888
2005-03-14,17.019,190.05,15.886,194.45
2005-03-15,16.783,190.75,,
2005-03-16,18.789,193.65,15.483,199.85
2005-03-17,16.063,199.35,,
2005-03-18,17.424,193.05,,
2005-03-19,18.008,193.85,18.008,193.85
2005-03-20,16.533,193.65,16.533,193.65
2005-03-21,16.56,195.05,16.067,195.25
2005-03-22,16.141,195.25,,
2005-03-23,16.754,191.85,16.754,191.85
2005-03-24,16.263,191.45,16.263,191.45
2005-03-25,17.024,193.65,16.411,194.25
2005-03-26,17.628,194.65,16.41,195.85
2005-03-27,16.998,195.65,16.383,198.05
2005-03-28,17.095,195.25,17.095,195.25
2005-03-29,17.395,193.65,17.395,193.65
2005-03-30,17.244,191.65,17.244,191.65
2005-03-31,17.108,191.65,,
2005-04-01,16.524,192.65,16.524,192.65
2005-04-02,17.457,191.45,15.221,198.05
2005-04-03,16.301,190.45,16.301,190.45
2005-04-04,16.486,189.05,16.486,189.05
2005-04-05,17.368,190.15,,
2005-04-06,17.878,191.85,16.633,194.85
2005-04-07,18.077,191.65,18.077,191.65
2005-04-08,17.739,190.65,17.739,190.65
2005-04-09,17.256,192.85,14.32,204.25
2005-04-10,17.975,193.85,16.593,196.05
2005-04-11,17.917,191.45,17.917,191.45
2005-04-12,18.03,193.05,18.03,193.05
2005-04-13,17.69,193.85,17.69,193.85
2005-04-14,18.223,193.25,18.223,193.25
2005-04-15,17.698,193.45,17.698,193.45
2005-04-16,18.045,194.45,17.085,195.45
2005-04-17,17.567,193.25,17.567,193.25
2005-04-18,18.4,195.85,13.301,210.65
2005-04-19,17.84,195.05,13.938,209.45
2005-04-20,17.91,195.45,13.539,211.25
2005-04-21,17.515,195.65,13.981,206.05
2005-04-22,17.343,201.45,14.07,203.85
2005-04-23,17.684,199.05,16.48,201.45
2005-04-24,15.905,194.25,15.905,194.25
2005-04-25,15.428,196.25,16.848,196.25
2005-04-26,17.915,192.05,14.835,199.65
2005-04-27,16.217,196.45,16.217,196.45
2005-04-28,16.888,197.05,16.47,197.45
2005-04-29,17.562,198.25,16.262,198.45
2005-04-30,14.523,202.05,,
2005-05-01,16.786,201.05,16.44,201.65
2005-05-02,16.829,199.45,16.829,199.45
2005-05-03,17.886,199.35,13.038,209.65
2005-05-04,17.333,198.25,16.472,199.05
2005-05-05,17.868,196.05,17.352,196.65
2005-05-06,15.453,200.15,,
2005-05-07,16.457,195.05,16.457,195.05
2005-05-08,16.802,195.05,16.802,195.05
2005-05-09,15.927,196.05,15.927,196.05
2005-05-10,14.11,202.45,,
2005-05-11,17.281,202.05,14.09,205.05
2005-05-12,16.891,200.05,13.739,204.45
2005-05-13,17.027,197.05,17.027,197.05
2005-05-14,17.25,195.45,17.25,195.45
2005-05-15,17.757,195.85,16.048,199.85
2005-05-16,17.212,196.45,17.212,196.45
2005-05-17,17.544,194.85,,
2005-05-18,16.146,192.25,16.146,192.25
2005-05-19,15.822,193.45,,
2005-05-20,16.76,193.85,16.453,194.85
2005-05-21,17.231,192.85,17.231,192.85
2005-05-22,15.872,195.25,,
2005-05-23,17.165,194.85,15.842,199.35
2005-05-24,16.373,194.85,16.373,194.85
2005-05-25,14.632,198.05,,
2005-05-26,17.29,195.85,14.725,202.65
2005-05-27,17.931,198.85,14.02,207.45
2005-05-28,16.523,198.25,12.27,215.85
2005-05-29,16.306,199.45,16.306,199.45
2005-05-30,16.934,196.85,11.939,216.45
2005-05-31,16.98,196.25,16.98,196.25
2005-06-01,17.214,197.65,13.752,202.65
2005-06-02,17.4,200.25,13.453,206.05
2005-06-03,18.18,200.85,16.078,202.65
2005-06-04,17.132,198.65,17.132,198.65
2005-06-05,17.252,198.65,12.845,213.25
2005-06-06,16.715,199.25,16.715,199.25
2005-06-07,18.232,198.05,16.213,199.45
2005-06-08,18.244,199.25,14.09,206.85
2005-06-09,17.329,196.25,17.329,196.25
2005-06-10,17.74,194.05,17.447,194.45
2005-06-11,18.11,195.85,16.461,201.85
2005-06-12,17.504,200.65,11.639,218.05
2005-06-13,16.318,197.25,16.318,197.25
2005-06-14,17.277,197.45,17.277,197.45
2005-06-15,16.735,197.65,16.735,197.65
2005-06-16,16.098,198.25,14.202,203.65
2005-06-17,16.974,197.65,16.553,197.85
2005-06-18,15.928,200.25,15.928,200.25
2005-06-19,16.167,200.65,15.678,201.25
2005-06-20,16.689,198.25,16.689,198.25
2005-06-21,17.148,201.65,13.31,205.65
2005-06-22,17.756,201.45,13.858,211.45
2005-06-23,16.776,203.45,14.564,207.05
2005-06-24,17.624,206.85,14.914,207.05
2005-06-25,16.823,199.25,12.777,209.25
2005-06-26,17.274,200.65,11.764,214.05
2005-06-27,17.537,199.45,16.41,201.65
2005-06-28,14.467,199.45,14.467,199.45
2005-06-29,14.098,199.45,14.098,199.45
2005-06-30,17.218,198.05,15.053,198.85
2005-07-01,15.082,197.85,15.082,197.85
2005-07-02,,,,
2005-07-03,16.641,192.45,16.641,192.45
2005-07-04,16.28,195.25,16.28,195.25
2005-07-05,17.055,194.65,17.055,194.65
2005-07-06,17.265,195.85,,
2005-07-07,16.967,198.65,,
2005-07-08,17.06,201.45,16.112,204.05
2005-07-09,16.985,202.45,14.291,207.05
2005-07-10,17.109,202.85,14.961,204.25
2005-07-11,16.37,205.85,13.355,206.85
2005-07-12,17.673,201.25,16.363,203.05
2005-07-13,17.337,195.45,16.016,199.05
2005-07-14,16.52,201.05000152587888,16.52,201.05000152587888
2005-07-15,17.054,193.45,16.608,194.05
2005-07-16,17.078,194.65,16.351,194.85
2005-07-17,16.904,194.25,15.971,195.65
2005-07-18,15.312,198.05,15.312,198.05
2005-07-19,18.052,199.05,16.42,200.65
2005-07-20,16.784,202.45,15.264,204.85
2005-07-21,17.418,202.05,17.418,202.05
2005-07-22,16.782,201.65,13.57,206.45
2005-07-23,15.677,201.85,15.624,201.95
2005-07-24,16.003,198.05,16.003,198.05
2005-07-25,16.46,201.05,15.334,202.05
2005-07-26,18.05,201.05,16.47,204.05
2005-07-27,16.916,200.65,16.916,200.65
2005-07-28,16.44,201.65,13.762,206.25
2005-07-29,16.45,201.25,12.999,209.45
2005-07-30,17.053,199.05,17.053,199.05
2005-07-31,17.232,197.25,16.378,197.65
2005-08-01,16.946,197.85,15.941,198.05
2005-08-02,17.33,197.85,15.636,200.85
2005-08-03,17.1,199.25,15.584,201.25
2005-08-04,17.302,197.45,16.707,198.25
2005-08-06,17.251,198.85,15.712,201.85
2005-08-07,16.742,199.25,16.742,199.25
2005-08-08,17.711,200.45,16.316,201.85
2005-08-09,18.207,204.45,12.395,212.65
2005-08-10,16.82,206.85,10.772,221.85
2005-08-11,17.384,204.25,10.351,229.65
2005-08-12,17.665,203.25,15.587,205.25
2005-08-13,16.765,202.85,16.245,203.85
2005-08-14,17.158,201.65,10.513,225.45
2005-08-15,16.336,200.65,11.028,221.65
2005-08-16,17.945,202.45,10.78,222.45
2005-08-17,16.876,200.65,16.167,200.85
2005-08-18,17.494,203.05,11.457,219.05
2005-08-19,16.506,204.05,12.057,213.25
2005-08-20,17.608,202.25,15.951,203.45
2005-08-21,17.493,201.45,13.837,211.05
2005-08-22,16.086,198.45,16.086,198.45
2005-08-23,18.101,198.05,15.78,199.45
2005-08-24,16.282,198.45,16.282,198.45
2005-08-25,15.845,201.25,,
2005-08-26,17.681,202.25,17.681,202.25
2005-08-27,15.324,201.85,11.081,222.05
2005-08-28,16.64,199.85,16.193,200.45
2005-08-29,17.311,199.25,15.955,199.45
2005-08-30,16.699,200.45,15.911,200.85
2005-08-31,15.518,197.65,15.518,197.65
2005-09-01,17.559,201.85,14.18,202.45
2005-09-02,17.4,200.05,14.1,209.05
2005-09-03,18.301,202.25,15.078,204.05
2005-09-04,17.767,201.85,16.126,203.05
2005-09-05,17.955,200.65,14.668,205.65
2005-09-06,13.817,209.05,12.487,211.25
2005-09-07,15.918,201.25,14.91,203.85
2005-09-08,15.316,201.85,15.316,201.85
2005-09-09,17.811,201.25,15.785,201.85
2005-09-10,16.647,198.25,15.921,200.05
2005-09-11,16.966,195.45,16.966,195.45
2005-09-12,16.959,195.85,15.288,202.85
2005-09-13,,,,
2005-09-14,16.899,200.45,13.785,205.65
2005-09-15,17.626,195.45,14.303,203.85
2005-09-16,17.554,200.65,14.041,203.85
2005-09-17,17.001,199.45,15.398,203.35
2005-09-18,16.432,200.05,14.988,201.65
2005-09-19,16.51,200.45,,
2005-09-20,,,,
2005-09-21,17.088,202.05,14.376,209.05
2005-09-22,17.786,202.05,11.448,218.05
2005-09-23,17.961,203.65,15.96,206.05
2005-09-24,17.343,202.25,14.784,205.45
2005-09-25,15.937,197.05,15.937,197.05
2005-09-26,15.841,196.05,15.841,196.05
2005-09-27,16.236,196.65,16.236,196.65
2005-09-28,15.114,199.05,15.114,199.05
2005-09-29,16.339,196.45,16.339,196.45
2005-09-30,15.664,195.85,15.664,195.85
2005-10-01,16.472,198.05,15.324,198.85
2005-10-02,16.792,195.85,16.792,195.85
2005-10-03,16.014,196.05,16.014,196.05
2005-10-04,16.119,196.85,16.119,196.85
2005-10-05,15.504,194.25,15.504,194.25
2005-10-06,16.991,190.05,16.991,190.05
2005-10-07,17.226,192.85,16.217,193.05
2005-10-08,16.967,192.65,16.967,192.65
2005-10-09,15.684,194.85,15.684,194.85
2005-10-10,16.22,192.85,16.22,192.85
2005-10-11,16.941,194.85,16.087,196.05
2005-10-12,16.306,195.05,16.306,195.05
2005-10-13,17.383,196.65,15.849,198.65
2005-10-14,16.344,195.65,,
2005-10-15,16.837,192.85,,
2005-10-16,16.744,192.85,16.744,192.85
2005-10-17,17.618,189.85,17.618,189.85
2005-10-18,15.997,192.45,,
2005-10-19,16.664,194.45,16.664,194.45
2005-10-20,15.941,196.05,15.941,196.05
2005-10-21,15.951,199.05,15.951,199.05
2005-10-22,16.709,200.75,14.759,201.25
2005-10-23,15.556,203.15,,
2005-10-24,14.827,203.85,,
2005-10-25,17.986,196.85,13.526,208.25
2005-10-26,16.476,195.25,16.476,195.25
2005-10-27,15.856,195.45,,
2005-10-28,15.609,197.55,,
2005-10-29,15.968,195.65,,
2005-10-30,16.56,194.25,,
2005-10-31,16.53,190.85,16.53,190.85
2005-11-01,16.296,195.05,16.296,195.05
2005-11-02,17.162,196.85,,
2005-11-03,17.652,193.25,13.978,209.65
2005-11-04,17.542,194.65,16.287,198.85
2005-11-05,15.892,199.45,12.513,216.45
2005-11-06,17.072,196.25,15.681,200.65
2005-11-07,17.817,196.85,14.734,207.25
2005-11-08,17.293,196.65,14.381,201.85
2005-11-09,17.533,196.85,14.95,199.85
2005-11-10,14.374,199.85,14.374,199.85
2005-11-11,16.44,198.25,15.045,199.25
2005-11-12,16.212,197.65,16.212,197.65
2005-11-13,16.099,198.85,16.099,198.85
2005-11-14,17.681,199.45,16.573,200.45
2005-11-15,17.103,198.25,17.103,198.25
2005-11-16,17.578,197.05,16.031,198.05
2005-11-17,17.999,194.65,16.707,195.45
2005-11-18,18.043,194.65,13.831,204.05
2005-11-19,18.583,193.05,17.075,194.25
2005-11-20,18.64,192.65,15.644,198.45
2005-11-21,17.357,193.85,16.749,194.05
2005-11-22,17.696,191.05,17.696,191.05
2005-11-23,17.295,193.65,17.295,193.65
2005-11-24,18.333,192.05,15.932,194.05
2005-11-25,17.648,190.85,16.359,191.85
2005-11-26,17.19,188.25,16.504,191.85
2005-11-27,18.002,192.05,16.191,193.05
2005-11-28,17.255,193.65,16.142,194.45
2005-11-29,18.073,194.25,16.447,195.05
2005-11-30,17.132,194.65,17.132,194.65
2005-12-01,18.392,193.85,16.093,195.85
2005-12-02,17.409,190.65,16.205,194.25
2005-12-03,17.279,190.25,17.279,190.25
2005-12-04,17.913,190.85,17.59,191.05
2005-12-05,17.653,191.45,17.653,191.45
2005-12-06,16.7315,191.14999999999998,16.7315,191.14999999999998
2005-12-07,16.998,191.45,16.998,191.45
2005-12-08,16.53,189.25,16.53,189.25
2005-12-09,16.801,190.65,16.494,191.05
2005-12-10,16.705,191.25,16.705,191.25
2005-12-11,17.149,191.05,17.149,191.05
2005-12-12,17.903,196.85,15.675,200.05
2005-12-13,18.169,197.45,15.829,201.45
2005-12-14,17.593,199.05,15.779,201.25
2005-12-15,16.721,198.05,16.721,198.05
2005-12-16,17.773,197.85,16.61,199.25
2005-12-17,18.033,198.05,13.883,204.05
2005-12-18,18.794,196.85,15.161,200.25
2005-12-19,17.58,196.05,17.58,196.05
2005-12-20,17.439,195.25,17.439,195.25
2005-12-21,18.039,196.25,15.644,197.45
2005-12-22,18.469,197.05,15.652,198.25
2005-12-23,18.564,193.85,14.458,202.25
2005-12-24,18.295,197.25,15.483,198.25
2005-12-25,17.484,193.25,14.15,205.05
2005-12-26,17.182,196.45,15.7,198.25
2005-12-27,17.73,198.25,14.761,203.85
2005-12-28,17.405,200.85,12.765,210.85
2005-12-29,17.272,200.45,15.321,204.05
2005-12-30,16.355,198.45,16.355,198.45
2005-12-31,17.011,196.25,17.011,196.25
2006-01-01,18.346,196.05,17.15,197.25
2006-01-02,18.63,195.85,16.978,201.75
2006-01-03,17.498,195.25,17.498,195.25
2006-01-04,16.249,195.65,14.569,200.45
2006-01-05,16.665,196.05,16.665,196.05
2006-01-06,15.268,198.05,15.268,198.05
2006-01-07,18.682,198.25,14.694,198.85
2006-01-08,16.234,195.05,16.234,195.05
2006-01-09,16.383,192.45,16.383,192.45
2006-01-10,16.622,196.45,16.622,196.45
2006-01-11,18.398,196.65,16.658,198.05
2006-01-13,18.198,194.85,17.763,195.65
2006-01-14,17.501,194.65,17.501,194.65
2006-01-15,17.905,195.85,16.834,196.45
2006-01-16,18.265,195.45,16.61,197.85
2006-01-17,18.354,193.05,17.713,194.05
2006-01-18,16.299,196.45,16.299,196.45
2006-01-19,18.109,196.25,16.839,197.85
2006-01-20,17.79,199.25,15.711,199.85
2006-01-21,16.616,196.65,16.616,196.65
2006-01-22,16.56,195.45,15.959,196.45
2006-01-23,16.13,194.45,16.13,194.45
2006-01-24,17.259,193.65,16.646,193.85
2006-01-25,16.744,193.45,16.218,193.65
2006-01-26,16.963,192.45,16.769,192.65
2006-01-27,16.59,193.45,15.849,193.65
2006-01-28,15.914,195.25,15.914,195.25
2006-01-29,17.18,198.45,13.981,205.85
2006-01-30,16.522,198.05,16.522,198.05
2006-01-31,17.398,197.25,17.398,197.25
2006-02-01,19.107,196.45,17.606,197.05
2006-02-02,17.086,196.45,17.086,196.45
2006-02-03,18.68,196.25,13.226,211.45
2006-02-04,17.647,196.85,17.647,196.85
2006-02-05,17.523,197.05,14.984,199.05
2006-02-06,16.034,195.45,17.057,197.05
2006-02-07,16.298,194.25,15.537,196.25
2006-02-08,16.689,195.25,,
2006-02-09,17.061,192.45,15.984,195.45
2006-02-10,17.12,192.05,16.307,195.25
2006-02-11,17.308,194.45,17.308,194.45
2006-02-12,16.209,197.05,16.209,197.05
2006-02-13,16.231,196.65,14.381,202.25
2006-02-14,16.57,196.65,15.56,197.85
2006-02-15,18.351,195.25,15.143,197.65
2006-02-16,17.033,195.65,15.258,196.45
2006-02-17,15.98,195.65,15.98,195.65
2006-02-18,15.477,196.65,15.477,196.65
2006-02-19,17.403,194.65,16.089,197.85
2006-02-20,18.494,195.85,15.315,199.85
2006-02-21,18.089,194.45,17.404,195.35
2006-02-22,16.93,196.45,16.93,196.45
2006-02-23,17.994,193.65,12.033,222.85
2006-02-24,17.032,192.05,17.032,192.05
2006-02-25,16.814,192.85,16.814,192.85
2006-02-26,17.287,194.05,16.507,194.25
2006-02-27,16.62,191.45,16.62,191.45
2006-02-28,16.727,192.65,16.727,192.65
2006-03-01,16.65,191.85,16.65,191.85
2006-03-02,16.199,193.05,16.199,193.05
2006-03-03,17.124,192.85,19.408,198.05
2006-03-04,17.43,190.85,15.753,195.25
2006-03-05,16.481,192.85,16.213,193.25
2006-03-06,18.052,189.65,18.052,189.65
2006-03-07,,,,
2006-03-08,18.284,190.45,16.623,194.45
2006-03-09,17.341,190.45,17.341,190.45
2006-03-10,17.357,192.65,17.357,192.65
2006-03-11,17.25,193.45,17.25,193.45
2006-03-12,17.337,193.05,16.431,195.25
2006-03-13,17.467,193.05,17.148,193.25
2006-03-14,17.763,194.25,17.333,194.65
2006-03-15,17.731,193.65,17.731,193.65
2006-03-16,17.864,193.85,16.292,197.05
2006-03-17,18.295,193.65,16.357,197.05
2006-03-18,17.978,194.05,16.63,194.85
2006-03-19,16.727,194.05,16.727,194.05
2006-03-20,17.5255,194.14999999999998,16.88,195.89999999999998
2006-03-21,16.229,196.45,15.715,197.25
2006-03-22,17.637,193.45,17.637,193.45
2006-03-23,17.373,193.85,16.717,194.85
2006-03-24,17.402,193.45,17.402,193.45
2006-03-25,18.081,193.25,15.661,196.45
2006-03-26,16.11,191.85,16.11,191.85
2006-03-27,15.994,192.85,15.994,192.85
2006-03-28,16.904,195.65,15.134,197.65
2006-03-29,15.333,196.05,15.333,196.05
2006-03-30,16.107,195.65,15.401,196.45
2006-03-31,17.409,196.25,15.901,199.05
2006-04-01,17.347,195.45,16.533,196.85
2006-04-02,17.364,195.25,16.299,196.45
2006-04-03,17.345,196.65,15.049,198.65
2006-04-04,16.51,197.25,16.51,197.25
2006-04-05,16.691,196.65,15.264,199.85
2006-04-06,16.239,196.05,16.239,196.05
2006-04-07,16.99,198.05,15.215,198.45
2006-04-08,17.599,197.25,16.65,198.45
2006-04-09,17.476,196.05,17.191,196.25
2006-04-10,17.54,196.85,16.375,202.25
2006-04-11,18.695,197.65,16.664,198.65
2006-04-12,17.035,197.05,17.035,197.05
2006-04-13,17.263,197.05,15.791,200.05
2006-04-14,16.323,196.85,15.028,199.45
2006-04-15,17.202,194.85,15.176,199.05
2006-04-16,16.357,192.85,16.357,192.85
2006-04-17,17.937,194.05,15.673,195.25
2006-04-18,17.435,196.05,17.132,196.45
2006-04-19,17.756,200.85,16.381,202.05
2006-04-20,18.069,201.85,15.183,204.05
2006-04-21,17.104,200.65,14.779,200.85
2006-04-22,16.386,196.65,15.095,200.65
2006-04-23,17.03,198.05,13.892,204.65
2006-04-24,16.45,197.25,15.383,200.45
2006-04-25,17.052,199.25,15.571,200.05
2006-04-26,17.262,198.65,17.262,198.65
2006-04-27,17.123,201.45,11.882,214.65
2006-04-28,17.381,201.65,13.548,205.65
2006-04-29,16.5,201.45,14.274,204.85
2006-04-30,16.87,198.65,16.462,200.25
2006-05-01,16.49,198.25,16.49,198.25
2006-05-02,,,,
2006-05-03,16.978,199.25,13.25,209.65
2006-05-04,17.338,200.65,16.022,203.25
2006-05-05,15.711,199.45,15.711,199.45
2006-05-06,16.644,196.85,16.644,196.85
2006-05-07,16.52,196.25,16.52,196.25
2006-05-08,17.409,200.05,16.549,201.25
2006-05-09,17.169,201.45,14.55,204.85
2006-05-10,15.501,202.25,15.501,202.25
2006-05-11,17.153,204.65,15.279,205.05
2006-05-12,17.408,203.65,11.92,219.25
2006-05-13,18.702,203.45,12.271,217.45
2006-05-14,18.224,199.85,10.642,222.05
2006-05-15,18.978,203.05,15.775,206.45
2006-05-16,17.509,200.85,16.778,202.05
2006-05-17,16.735,198.85,16.735,198.85
2006-05-18,17.86,200.05,16.52,202.05
2006-05-19,17.701,198.65,17.701,198.65
2006-05-20,16.361,202.25,15.381,203.65
2006-05-21,16.522,202.45,12.994,206.85
2006-05-22,15.788,202.45,13.49,207.45
2006-05-23,16.648,202.25,13.43,206.45
2006-05-24,14.237,206.25,14.237,206.25
2006-05-25,16.965,202.85,16.965,202.85
2006-05-26,16.698,198.65,12.65,215.65
2006-05-27,17.105,198.05,17.105,198.05
2006-05-28,17.11,196.25,14.483,203.05
2006-05-29,16.667,198.05,15.573,199.45
2006-05-30,16.767,196.05,14.965,198.05
2006-05-31,15.816,193.65,15.816,193.65
2006-06-01,15.783,197.65,15.101,197.85
2006-06-02,16.967,196.65,16.967,196.65
2006-06-03,16.35,196.85,16.35,196.85
2006-06-04,17.901,196.25,15.399,197.45
2006-06-05,,,,
2006-06-06,16.775,197.65,16.775,197.65
2006-06-07,17.055,198.85,15.708,200.65
2006-06-08,18.306,201.65,15.945,203.25
2006-06-09,16.525,197.14999999999998,16.525,197.14999999999998
2006-06-10,16.53,195.25,15.778,196.05
2006-06-11,16.873,195.65,16.201,196.25
2006-06-12,16.45,199.65,15.68,201.05
2006-06-13,18.032,197.45,18.032,197.45
2006-06-14,16.589,199.45,10.77,224.25
2006-06-15,15.495,198.85,15.495,198.85
2006-06-16,15.695,197.65,15.695,197.65
2006-06-17,15.052,199.85,15.052,199.85
2006-06-18,15.556,200.05,13.697,204.65
2006-06-19,17.429,199.25,15.0,202.25
2006-06-20,16.372,200.05,14.983,201.45
2006-06-21,17.297,199.05,15.734,200.45
2006-06-22,14.993,200.85,14.993,200.85
2006-06-23,16.707,202.65,15.849,202.85
2006-06-24,17.387,200.25,15.696,201.65
2006-06-25,16.525,200.65,16.525,200.65
2006-06-26,16.093,201.85,16.093,201.85
2006-06-27,16.805,202.05,15.11,204.85
2006-06-28,15.946,203.25,15.946,203.25
2006-06-29,16.321,203.65,16.321,203.65
2006-06-30,17.056,204.65,14.622,210.85
2006-07-01,16.809,204.25,12.109,213.25
2006-07-02,16.811,204.85,13.838,210.05
2006-07-03,17.282,206.05,11.862,215.65
2006-07-04,13.95,203.45,12.22,214.25
2006-07-05,15.072,201.65,14.199,203.25
2006-07-06,17.452,200.45,14.664,201.85
2006-07-07,15.725,197.85,14.73,204.25
2006-07-08,17.055,197.25,15.27,197.85
2006-07-09,16.472,197.25,16.472,197.25
2006-07-10,15.099,200.85,16.47,201.05
2006-07-11,17.181,201.25,15.197,202.45
2006-07-12,17.164,202.45,15.827,204.05
2006-07-13,16.803,201.85,16.412,202.85
2006-07-14,16.562,203.45,16.562,203.45
2006-07-15,16.925,199.45,16.925,199.45
2006-07-16,16.815,201.05,16.042,202.25
2006-07-17,16.862,202.85,16.246,203.05
2006-07-18,17.22,202.85,12.087,213.25
2006-07-19,16.662,204.85,13.215,214.05
2006-07-20,17.95,203.45,17.087,203.65
2006-07-21,17.661,199.05,16.952,199.65
2006-07-22,16.73,198.65,15.85,199.25
2006-07-23,17.788,196.65,15.47,198.85
2006-07-24,17.17,197.45,16.452,200.05
2006-07-25,16.57,196.05,16.443,196.45
2006-07-26,16.906,198.85,14.821,199.45
2006-07-27,17.333,197.45,14.32,201.25
2006-07-28,17.473,199.85,14.66,201.65
2006-07-29,15.118,196.65,15.118,196.65
2006-07-30,16.861,197.25,15.072,197.85
2006-07-31,16.932,196.65,15.357,199.45
2006-08-01,15.944,199.25,13.88,206.05
2006-08-02,15.718,200.65,15.718,200.65
2006-08-03,17.148,203.05,17.148,203.05
2006-08-04,17.079,201.45,12.847,210.65
2006-08-05,17.843,201.65,15.212,204.05
2006-08-06,18.498,200.65,15.483,204.45
2006-08-07,17.232,199.65,10.963,223.65
2006-08-08,16.885,198.85,16.218,199.65
2006-08-09,17.68,199.65,15.881,202.25
2006-08-10,17.94,200.45,14.708,208.65
2006-08-11,17.96,198.85,11.717,215.25
2006-08-12,17.384,198.65,17.384,198.65
2006-08-13,17.274,200.25,15.263,202.25
2006-08-14,16.366,200.25,16.366,200.25
2006-08-15,17.44,198.05,17.44,198.05
2006-08-16,17.606,196.05,17.606,196.05
2006-08-17,17.318,197.45,13.378,211.65
2006-08-18,17.98,198.25,11.976,218.05
2006-08-19,17.231,198.85,17.231,198.85
2006-08-20,16.665,202.05,15.976,202.85
2006-08-21,16.005,201.85,16.005,201.85
2006-08-22,19.442,204.25,16.038,205.85
2006-08-23,17.034,207.25,16.4,207.45
2006-08-24,17.682,203.65,15.573,206.25
2006-08-25,17.172,202.05,15.12,204.45
2006-08-26,16.233,199.65,16.233,199.65
2006-08-27,16.5,203.85,12.368,212.45
2006-08-28,15.907,202.85,15.907,202.85
2006-08-29,16.924,203.65,13.84,207.05
2006-08-30,16.967,200.05,15.597,201.85
2006-08-31,15.642,198.45,15.642,198.45
2006-09-01,16.103,199.65,14.01,205.45
2006-09-02,16.974,198.05,14.03,207.25
2006-09-03,16.961,199.45,16.095,200.85
2006-09-04,15.656,204.65,15.656,204.65
2006-09-05,16.893,205.65,15.597,206.25
2006-09-06,18.004,202.65,18.004,202.65
2006-09-07,17.541,202.05,11.8,216.65
2006-09-08,16.536,202.65,15.111,203.25
2006-09-09,16.621,201.05,13.922,203.65
2006-09-10,16.344,200.05,13.419,204.65
2006-09-11,16.167,199.05,14.07,209.45
2006-09-12,17.051,195.45,15.89,199.65
2006-09-13,16.472,196.85,16.472,196.85
2006-09-14,16.191,197.45,16.191,197.45
2006-09-15,15.66,199.85,15.66,199.85
2006-09-16,17.764,198.05,16.738,199.05
2006-09-17,16.785,198.45,16.452,199.45
2006-09-18,16.432,200.45,14.897,203.05
2006-09-19,16.384,199.25,16.384,199.25
2006-09-20,17.443,199.85,15.464,201.65
2006-09-21,15.239,198.25,15.239,198.25
2006-09-22,16.725,198.65,13.919,207.65
2006-09-23,18.008,199.85,15.639,200.25
2006-09-24,17.777,199.65,16.631,200.65
2006-09-25,16.918,198.85,16.918,198.85
2006-09-26,17.769,199.05,17.769,199.05
2006-09-27,17.737,198.45,14.917,201.65
2006-09-28,16.18,198.65,13.762,210.35
2006-09-29,16.483,196.65,13.971,204.85
2006-09-30,17.392,199.45,16.491,201.05
2006-10-01,15.87,200.45,15.87,200.45
2006-10-02,18.048,201.25,14.979,203.25
2006-10-03,17.627,199.05,15.99,203.25
2006-10-04,17.873,200.25,14.62,203.05
2006-10-05,17.406,198.85,14.362,202.85
